,url,link_text,tokens,token_values
94863770,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/oeffentlichkeitsprinzip.html,Öffentlichkeitsprinzip,informationsbeständ__zugangsgesuch__öffentlichkeitsprinzip__einreich__grundlage__personendatum__rechtlich__stadt-zuerich.ch/idg__sachbereich__urheberschaft,0.08261308139956311__0.06728522427127952__0.05659562037114012__0.054222684617361655__0.034215509506014645__0.0307415122929524__0.02645652333320499__0.01936641388872499__0.01861968804484165__0.01861968804484165
94864930,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/oeffentlichkeitsprinzip/informationsbestaende.html,Weitere Informationsbestände der Stadt Zürich,dokument__informationsbeständ__kb__pdf__herunterlad__zugangsgesuch__vorlesen__personendatum__seite__öffentlichkeitsprinzip,0.10324631662961556__0.08452629247221813__0.06311193932743325__0.05459049073915812__0.053848600578559135__0.029504340939000697__0.028429190396511452__0.026960096202247548__0.0267578356551259__0.024816986153632054
94864929,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/oeffentlichkeitsprinzip/rechtliche-grundlagen.html,Rechtliche Grundlagen,grundlage__idg-status__öffentlichkeitsprinzip__öffentlichkeitsgrundsatz__zugangsgesuch__stadtratsbeschluss__verordnung__informationsbeständ__einreich__datenschutz,0.05284286425140943__0.04505066931575925__0.04370349481381736__0.042728191101198396__0.037112910235591136__0.03588951331407032__0.031586110785681895__0.03037825820327774__0.023926342209380214__0.023395281740249445
94903300,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/oeffentlichkeitsprinzip/zugangsgesuch-einreichen/gebuehren.html,Zum Inhalt,gebühr__zugangsgesuch__einreich__aufwand__übersteigt__gesuchstellerin__20–30__languag__other__gesuchsteller,0.07310075305934542__0.06052526015056685__0.03902006276202661__0.029497132003744517__0.023227630364981683__0.023227630364981683__0.02163747330657389__0.021511407686551968__0.021447789029976884__0.02107009321805183
94864979,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/oeffentlichkeitsprinzip/zugangsgesuch-einreichen.html,Zurück zu Zugangsgesuch einreichen,zugangsgesuch__gesuch__einreich__gesuche__öffentlichkeitsprinzip__musterbrief__mündliche__personendaten__gegenstand__gewünscht,0.0716394119038789__0.05453664169403379__0.04618525127806247__0.035183668516406856__0.03374451258854483__0.03299145728831469__0.03073287137792132__0.023628473273893384__0.018987699941219915__0.018213261374600553
94894524,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/ombudsstelle/Gebaerdensprache.html,Gebärdensprache,ombudsstelle__gebärdensprach__gebärdensprache__leichte__https://www.stadt-zuerich.ch/ombudsstelle__gehörlose__zuständigkeit__politik__donnerstagvormittag__languag,0.11205419376570402__0.07090718149481108__0.053180386121108314__0.03387077891711747__0.023258407679289907__0.02205937676674296__0.02170014966733107__0.020798569073569074__0.02054919802192372__0.020429472980423614
94863764,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/ombudsstelle.html,stadt-zuerich.ch/ombudsstelle,ombudsstelle__09.00–12.00__whistleblowing__vernehmlassung__menschenrechtsinstitution__mrig__vorentwurf__bundesgesetze__unabhängig__oberdorfstrasse,0.16091503407051683__0.05129574166199667__0.03629785289621452__0.031758896867942775__0.02812644649588547__0.02812644649588547__0.02812644649588547__0.025647870830998336__0.024256886720262924__0.023170672043329708
94894522,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/ombudsstelle/kontakt.html,Kontaktformular,09.00–12.00__ombudsstelle__oberdorfstrasse__gebärdensprach__ombudsstell__leicht__13.30–18.30__zuständigkeit__politik__donnerstagvormittag,0.0729626452647739__0.06023269321375312__0.04943666287107369__0.030491892296750825__0.026977130058381506__0.02275449246006018__0.018972186633992673__0.018663233047221128__0.017887827854621747__0.017673356059567987
94894576,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/ombudsstelle/LeichteSprache.html,Zum Inhalt,ombudsstelle__leichte__ombudsstell__leichter__sprache__zürich__oberdorfstrasse__wofür__stadt__arbeiten,0.20275330563601693__0.03677191629759863__0.034053572097250316__0.028965738428242564__0.028955669517895945__0.028311085678320993__0.027735344051865753__0.025660200583775317__0.01941411894620469__0.01879062257880059
94894523,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/ombudsstelle/Links.html,Links,ombudsstelle__ombudsman__ombudsstell__parlamentarisch__schlichtungsstelle__links__gebärdensprach__leichte__stadt__kanton,0.11183361464411799__0.058709207457945826__0.05565360689209413__0.05451319656730623__0.0355039366036464__0.034913895394537285__0.03145226685727841__0.030048092582639647__0.025626793795737176__0.021925819321212948
94894525,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/ombudsstelle/medienmitteilungen.html,Zum Inhalt,ombudsfrau__bilanz__ombudsstelle__artikel__donnerstag__beschwerdegrund__mai__ombudsmann__bürokratie__beschwerde,0.23646357300002893__0.11054584153399752__0.09863103513752072__0.08246692946181569__0.06928226117353492__0.05459265135833325__0.04792000019845771__0.046968749465240545__0.04094448851874994__0.02961250950275048
94894575,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/ombudsstelle/publikationen_u_merkblaetter/Bestellformular.html,Bestellformular,ombudsstelle__mühsame__ombudsarbeit__schöne__demokratie__flyer__jubiläumspublikation__jahresberichte__recht__bericht,0.10144906471287847__0.06827218949775272__0.06827218949775272__0.0616781222486729__0.05955661068768944__0.057226903488829334__0.05325763819399372__0.04226957940280955__0.039730135073817244__0.038015797499622
94894578,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/ombudsstelle/publikationen_u_merkblaetter.html,Zum Inhalt,ombudsarbeit__mühsame__ombudsstelle__schöne__demokratie__recht__literatur__jahresbericht__weiterführend__bestellformular,0.07605920315399506__0.07605920315399506__0.07534678546314581__0.06871302743883982__0.0663495397581686__0.059015585255537545__0.050462360918852915__0.041997495535540795__0.04159342304191474__0.038776429341884695
94894574,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/ombudsstelle/publikationen_u_merkblaetter/Infoflyer.html,Flyer,bild__ombudsstelle__flyer__anschauen__vorherig__nächster__bestellformular__mühsame__ombudsarbeit__schöne,0.10810174518013287__0.0930572911371203__0.09280038403593943__0.07079454421282082__0.07079454421282082__0.04982783791741161__0.03591821587688091__0.03522643684159231__0.03522643684159231__0.031824092560740314
94894521,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/ombudsstelle/ueber_die_ombudsstelle.html,Über die Ombudsstelle,ombudsstelle__ombudsmann__heusser__iur__pierre__juristisch__mitarbeiterin__gebärdensprach__leichte__ombudsstell,0.10094434299788901__0.07210554288906863__0.04442833005166451__0.04326332573344118__0.04142560449537731__0.036598892850453736__0.030146958560306476__0.025550775421371158__0.024410070946664617__0.022605569537193886
94894577,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/ombudsstelle/zustaendigkeit_u_verfahren.html,Website,ombudsstelle__ombudsstell__verfahren__zuständigkeit__stadtzürcherisch__grundlage__wenden__anliegen__verwaltung__übermitteln,0.1723403097906144__0.0567559534954172__0.04773682133201171__0.03926472477279391__0.029745734181628347__0.028207647023159827__0.027927272671750453__0.026153121631450466__0.025841877857532513__0.024773422344293847
94898926,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/rechtskonsulent/ehemalige-rechtskonsulenten.html,Zum Inhalt,rechtskonsulent__geb.__dr.__ehemalig__volksinitiativen__neubeurteilungsbegehren__vorprüfung__keller__1946–1953__1904–1921,0.19725722807018117__0.11803803715819189__0.0801616567750156__0.060785872376588__0.03665239541641276__0.0348788483085911__0.03161824188027196__0.02584712998724683__0.020742326637466987__0.020742326637466987
94864359,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/rechtskonsulent.html,Rechtskonsulent,rechtskonsulent__vorprüfung__neubeurteilungsbegehren__volksinitiativen__stadtrat__informationsbeständ__zuhand__amtlich__veröffentlichend__zürichrechtskonsulent,0.1690776240601553__0.06323648376054392__0.05231827246288666__0.03665239541641276__0.03160315763437498__0.027973646735999818__0.026122913795191494__0.020963542846489568__0.020742326637466987__0.020742326637466987
94898925,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/rechtskonsulent/publikationen.html,Publikationen,rechtskonsulent__sail__gallen__burgherr__loretan__volksinitiativen__neubeurteilungsbegehren__publikation__st.__pauschal,0.1405272357868396__0.0713499459058289__0.03679000397482009__0.03567497295291445__0.03567497295291445__0.03323267431296755__0.03162460169606705__0.03106694048083781__0.03070060019556757__0.029920785273719573
94898922,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/rechtskonsulent/team-rechtskonsulent.html,Rechtskonsulent und Team,rechtskonsulent__kaspar__altmann__töndury__andrea__studiert__ziegler__universität__schätzungskommission__rechtswissenschaft,0.18413913654827258__0.0581629200589374__0.05635398727310522__0.053627113626596466__0.04993727470947436__0.04362219004420305__0.04362219004420305__0.041631093708820316__0.04115720034276656__0.04022033521994735
94898924,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/rechtskonsulent/verfahren-neubeurteilungsbegehren.html,Neubeurteilungsbegehren,rechtskonsulent__neubeurteilungsbegehren__abs.__neubeurteilungsreglement__angefochten__neubeurteilung__entscheid__vorprüfung__vernehmlassung__instanz,0.13519075847847858__0.10039810259966606__0.048162810294702665__0.039804262256202476__0.03775224985903352__0.0342455692303526__0.03208884305859032__0.030337502968666007__0.029963246158953606__0.02961488840601566
94898923,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/rechtskonsulent/vorpruefung-volksinitiativen.html,Vorprüfung von Volksinitiativen,vorprüfung__rechtskonsulent__initiativkomitee__volksinitiativ__unterschriftenliste__initiative__volksinitiativer__neubeurteilungsbegehren__publikation__wegleitung,0.13464397384969745__0.1200007856157282__0.0883296830966291__0.07886211856433384__0.07066374647730328__0.03948015596456922__0.03351042403217582__0.029705805638103436__0.02431831670597417__0.02382474632122232
94864417,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/sozialbehoerde.html,Sozialbehörde (aktiv),sozialbehörde__view__vizepräsidentin__richtlinie__imag__durandi__bernetta__ulises__lucrezia__raisa,0.12255469966035275__0.04851520038694071__0.0387088828959181__0.03788431422876315__0.03307775459780364__0.03274993856731678__0.03274993856731678__0.03274993856731678__0.03274993856731678__0.03274993856731678
94865991,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/sprache.html,Zurück zu Sprache,rechtschreibung__dokument__sprachlich__reglement__stadtratsbeschluss__bundeskanzlei__richtlinie__kb__online-manual__schreibweise,0.07901284956769437__0.060514196262217934__0.059884040737830206__0.04997216075446747__0.04877507845253326__0.048684314939791244__0.043182554436323815__0.036990842943582375__0.03349803690310296__0.03349803690310296
94907556,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/sprache/sprachliche-gleichstellung.html,Zum Inhalt,genderster__sprachlich__reglement__form__non-binäre__typografisch__geschlechtsneutral__weiblich__person__männlich,0.13980498405307779__0.0701241297832868__0.06144319847621801__0.05671303220297402__0.05609901697588941__0.05377114771272222__0.04839403294145__0.047844491383487196__0.04411749629285502__0.039329752070960414
94867119,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/stadtammann-_undbetreibungsaemter/adressen_-_oeffnungszeiten.html,Betreibungsämter in der Stadt Zürich,öffnungszeit__zürich__betreibungsamt__kdsz__betreibungsämter__amt__betreibungsauszug__stadtammannamt__schuldenprävention__+,0.06009212667533438__0.03999176349599487__0.036646279067391964__0.03401000641605366__0.03219052762342635__0.03089069903264082__0.02876712164912003__0.02844995496660223__0.02844995496660223__0.027967978535979748
94915222,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/stadtammann-_undbetreibungsaemter/adressen_-_oeffnungszeiten/zuerich_10.html,Zum Inhalt,öffnungszeit__zahlungsmittel__betreibungsamt__kreisgebäude__card__zürich__+__wipkingerplatz__stockwipkingerplatz__debit,0.0394071483976439__0.03254373284477715__0.03204247516445327__0.03051008670744482__0.0254469179494677__0.024477370823176758__0.024454413393268724__0.0219208174066336__0.01975211506432158__0.01975211506432158
94915223,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/stadtammann-_undbetreibungsaemter/adressen_-_oeffnungszeiten/zuerich_11.html,Zum Inhalt,öffnungszeit__+__zürich__betreibungsamt__eggbühlstrasse__30postadresse__ch27__languag__other__pofichbexxx,0.04238931097908723__0.02630501765005663__0.024449018656200108__0.022978207415229556__0.022701450632520905__0.021246869717837808__0.021246869717837808__0.01866259964157617__0.018607406158439407__0.016901200330290248
94915224,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/stadtammann-_undbetreibungsaemter/adressen_-_oeffnungszeiten/zuerich_12.html,Zum Inhalt,öffnungszeit__schwamendingerplatz__zürich__+__eingabe__betreibungsamt__ch84__70postadresse__languag__other,0.04031888190812923__0.02974084379122166__0.02504368531522969__0.025020196736557716__0.022062828723474037__0.021855878518341736__0.020209104873007682__0.01916727338601316__0.01775105878504674__0.01769856112756447
94915213,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/stadtammann-_undbetreibungsaemter/adressen_-_oeffnungszeiten/zuerich_1.html,Zum Inhalt,öffnungszeit__gessnerallee__zürich__+__betreibungsamt__ch8509000000800205354__languag__other__kontakt__iban,0.04238931097908723__0.030633488257612678__0.026329712398984732__0.02630501765005663__0.022978207415229556__0.021246869717837808__0.01866259964157617__0.018607406158439407__0.01673559229138792__0.01580794718969755
94915214,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/stadtammann-_undbetreibungsaemter/adressen_-_oeffnungszeiten/zuerich_2.html,Betreibungsamt Zürich 2,öffnungszeit__betreibungsamt__kreisgebäude__zürich__+__eingabe__40postadresse__ch5409000000800204651__2ulmbergstrasse__unzulässige,0.04011264721806208__0.03261612561496779__0.03105630309351161__0.02669526923901448__0.024892216190590673__0.021949975379619954__0.020105733492583093__0.020105733492583093__0.019069231066903124__0.018333963931621573
94915215,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/stadtammann-_undbetreibungsaemter/adressen_-_oeffnungszeiten/zuerich_3.html,Zum Inhalt,öffnungszeit__sihlfeldstrasse__zürich__+__eingabe__betreibungsamt__ch25__unzulässige__languag__other,0.04011264721806208__0.03312635721795731__0.024915584623080182__0.024892216190590673__0.021949975379619954__0.021744083743311857__0.020105733492583093__0.018333963931621573__0.01766026053039177__0.017608031403126806
94915216,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/stadtammann-_undbetreibungsaemter/adressen_-_oeffnungszeiten/zuerich_4.html,Zum Inhalt,öffnungszeit__betreibungsamt__kreisgebäude__zürich__+__hohlstrasse__35kollerhof__33a__languag__other,0.041273802795427035__0.03356027661961159__0.03195530134095536__0.025636825230590393__0.02561278034347619__0.023446942089889414__0.02068774156736839__0.019621235124102947__0.018171478598376794__0.01811773757532258
94915217,www.stadt-zuerich.ch/portal/de/index/politik_u_recht/stadtammann-_undbetreibungsaemter/adressen_-_oeffnungszeiten/zuerich_5.html,Zum Inhalt,gantlokal__betreibungsamt__fabrikstrasse__öffnungszeit__zürich__bullingerstrasse__+__zürichdonnerstag__gant__ch42,0.08192662739730326__0.060728119597392397__0.050723495283371466__0.04481155732074935__0.03181059130652849__0.030988759079886085__0.02780816151577415__0.02246097655885711__0.02246097655885711__0.02246097655885711
